lot_id,timestamp_hour,crop_type,temperature_C,humidity_RH,initial_quality,cnn_ripeness_score,transport_duration_h,T_ref_C,Q10,r_ref_per_day,delta_t_days,degradation_rate,cumulative_degradation_D,RSL_physics_days,RSL_actual_days,delta_RSL_ML_target_days
27,59,Tomato,24.14,74.21,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.94242,2.48448,7.5155,6.7845,-0.731
27,60,Tomato,23.32,79.59,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.89017,2.52157,7.4784,6.4803,-0.9981
27,61,Tomato,24.67,80.64,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.97709,2.56228,7.4377,6.4641,-0.9736
27,62,Tomato,25.66,84.79,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.04658,2.60589,7.3941,6.3511,-1.043
27,63,Tomato,26.89,79.52,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.14034,2.6534,7.3466,6.3888,-0.9578
27,64,Tomato,27.19,78.81,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.16417,2.70191,7.2981,6.391,-0.9071
27,65,Tomato,26.79,81.27,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.13229,2.74909,7.2509,6.273,-0.9779
27,66,Tomato,29.5,77.66,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.36632,2.80602,7.194,6.233,-0.961
27,67,Tomato,31.79,76.17,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.60085,2.87272,7.1273,6.2761,-0.8512
27,68,Tomato,26.15,82.71,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.08272,2.91783,7.0822,5.9817,-1.1004
27,69,Tomato,28.96,71.74,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.31542,2.97264,7.0274,5.9812,-1.0461
27,70,Tomato,26.51,70.59,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.11041,3.01891,6.9811,6.0684,-0.9127
27,71,Tomato,27.19,64.9,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.16382,3.0674,6.9326,6.0978,-0.8348
27,72,Tomato,25.79,68.51,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.05626,3.11141,6.8886,6.025,-0.8636
27,73,Tomato,30.56,66.37,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.46994,3.17266,6.8273,5.8449,-0.9824
27,74,Tomato,25.16,65.69,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.01139,3.2148,6.7852,5.8906,-0.8946
27,75,Tomato,23.3,64.68,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.8887,3.25183,6.7482,5.7056,-1.0426
27,76,Tomato,22.19,67.94,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.8232,3.28613,6.7139,5.7931,-0.9208
27,77,Tomato,22.77,62.04,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.85653,3.32182,6.6782,5.8336,-0.8446
27,78,Tomato,21.39,60.45,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.77881,3.35427,6.6457,5.6336,-1.0121
27,79,Tomato,22.92,66.17,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.86562,3.39034,6.6097,5.6061,-1.0035
27,80,Tomato,22.44,61.33,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.83764,3.42524,6.5748,5.6075,-0.9672
27,81,Tomato,21.32,72.5,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.77486,3.45752,6.5425,5.6226,-0.9199
27,82,Tomato,23.72,71.82,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.9151,3.49565,6.5043,5.4786,-1.0257
27,83,Tomato,23.28,76.5,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.88775,3.53264,6.4674,5.2979,-1.1694
27,84,Tomato,22.81,71.79,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.85917,3.56844,6.4316,5.281,-1.1505
27,85,Tomato,24.14,74.3,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,0.94195,3.60769,6.3923,5.117,-1.2753
27,86,Tomato,25.46,82.68,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.03262,3.65072,6.3493,5.1407,-1.2085
27,87,Tomato,25.79,85.28,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.0563,3.69473,6.3053,4.828,-1.4773
27,88,Tomato,27.12,84.07,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.15865,3.743,6.257,4.8267,-1.4303
27,89,Tomato,27.91,85.31,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.22379,3.794,6.206,4.6452,-1.5608
27,90,Tomato,27.48,76.15,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.18734,3.84347,6.1565,4.9321,-1.2245
27,91,Tomato,28.85,81.17,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.30569,3.89787,6.1021,4.7072,-1.3949
27,92,Tomato,27.42,71.89,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.18277,3.94715,6.0528,4.8413,-1.2116
27,93,Tomato,26.21,69.23,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.08727,3.99246,6.0075,4.7519,-1.2557
27,94,Tomato,28.62,73.77,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.28496,4.046,5.954,4.7175,-1.2365
27,95,Tomato,26.4,61.4,0.884,0.749,3.67,25.0,2.0,1.0,0.041667,1.10199,4.09191,5.9081,4.8159,-1.0922
28,0,Banana,25.47,87.02,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.03808,0.04325,6.9567,7.0,0.0433
28,1,Banana,26.39,82.85,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.11571,0.08974,6.9103,6.9028,-0.0074
28,2,Banana,28.72,90.36,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.34095,0.14561,6.8544,6.8771,0.0228
28,3,Banana,27.49,81.83,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.21695,0.19632,6.8037,6.9723,0.1687
28,4,Banana,31.68,76.59,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.6928,0.26685,6.7331,6.8225,0.0894
28,5,Banana,29.22,70.73,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.39515,0.32499,6.675,6.6625,-0.0125
28,6,Banana,27.65,72.53,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.232,0.37632,6.6237,6.6125,-0.0112
28,7,Banana,28.25,69.7,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.29198,0.43015,6.5698,6.6003,0.0305
28,8,Banana,26.99,64.2,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.16971,0.47889,6.5211,6.5862,0.0651
28,9,Banana,26.13,65.94,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.09276,0.52442,6.4756,6.4689,-0.0067
28,10,Banana,24.45,71.8,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.95723,0.56431,6.4357,6.2833,-0.1524
28,11,Banana,24.31,62.11,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.94675,0.60375,6.3962,6.3071,-0.0891
28,12,Banana,28.11,61.51,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.27775,0.65699,6.343,6.3742,0.0312
28,13,Banana,24.4,59.91,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.95389,0.69674,6.3033,6.2177,-0.0856
28,14,Banana,21.98,64.41,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.78838,0.72959,6.2704,6.3131,0.0427
28,15,Banana,22.63,65.51,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.82985,0.76416,6.2358,6.1141,-0.1217
28,16,Banana,22.54,70.97,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.82354,0.79848,6.2015,6.0393,-0.1622
28,17,Banana,20.83,68.79,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.72007,0.82848,6.1715,5.9259,-0.2456
28,18,Banana,23.24,69.15,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.87056,0.86476,6.1352,5.8724,-0.2628
28,19,Banana,22.19,71.97,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.80099,0.89813,6.1019,5.9032,-0.1987
28,20,Banana,22.76,74.84,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.83828,0.93306,6.0669,5.9635,-0.1034
28,21,Banana,24.36,80.15,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.95076,0.97267,6.0273,5.8381,-0.1892
28,22,Banana,24.95,80.82,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.99569,1.01416,5.9858,5.7373,-0.2485
28,23,Banana,25.98,79.06,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.08025,1.05917,5.9408,5.634,-0.3068
28,24,Banana,25.46,77.71,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.03691,1.10237,5.8976,5.5142,-0.3834
28,25,Banana,26.56,91.87,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.13129,1.14951,5.8505,5.4446,-0.4059
28,26,Banana,27.45,79.84,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.21283,1.20005,5.8,5.529,-0.271
28,27,Banana,28.57,79.65,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.3254,1.25527,5.7447,5.5582,-0.1865
28,28,Banana,28.66,81.05,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.33497,1.3109,5.6891,5.4117,-0.2774
28,29,Banana,27.6,78.19,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.22747,1.36204,5.638,5.3176,-0.3204
28,30,Banana,27.6,72.76,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.22762,1.41319,5.5868,5.436,-0.1508
28,31,Banana,28.77,69.46,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.34609,1.46928,5.5307,5.2944,-0.2364
28,32,Banana,29.95,64.17,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.47724,1.53083,5.4692,5.3902,-0.079
28,33,Banana,25.55,66.49,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.044,1.57433,5.4257,5.1706,-0.2551
28,34,Banana,24.3,63.09,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.94633,1.61376,5.3862,5.1705,-0.2157
28,35,Banana,25.33,59.11,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.02616,1.65652,5.3435,5.0768,-0.2667
28,36,Banana,23.2,56.63,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.86746,1.69266,5.3073,5.113,-0.1943
28,37,Banana,23.8,63.86,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.90982,1.73057,5.2694,5.1467,-0.1227
28,38,Banana,23.84,61.97,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.91265,1.7686,5.2314,4.9062,-0.3252
28,39,Banana,23.05,64.93,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.85735,1.80432,5.1957,4.8182,-0.3775
28,40,Banana,21.83,64.46,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.77858,1.83676,5.1632,4.7931,-0.3702
28,41,Banana,22.31,66.89,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.8088,1.87046,5.1295,4.8441,-0.2854
28,42,Banana,28.39,71.91,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.30618,1.92488,5.0751,4.6707,-0.4044
28,43,Banana,23.3,69.93,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.87483,1.96134,5.0387,4.8901,-0.1486
28,44,Banana,21.99,71.23,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.78889,1.99421,5.0058,4.5685,-0.4373
28,45,Banana,23.58,76.14,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.8942,2.03147,4.9685,4.5497,-0.4188
28,46,Banana,24.49,76.23,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.96057,2.07149,4.9285,4.3667,-0.5618
28,47,Banana,23.84,81.67,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.91251,2.10951,4.8905,4.4089,-0.4816
28,48,Banana,25.67,80.91,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.0546,2.15345,4.8465,4.3234,-0.5232
28,49,Banana,28.03,82.94,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.27007,2.20637,4.7936,4.2952,-0.4985
28,50,Banana,27.59,82.69,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.22684,2.25749,4.7425,4.1526,-0.5899
28,51,Banana,26.78,79.7,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.15085,2.30544,4.6946,4.2133,-0.4813
28,52,Banana,27.57,73.23,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.22447,2.35646,4.6435,4.3034,-0.3402
28,53,Banana,28.12,78.67,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.27867,2.40974,4.5903,4.1209,-0.4694
28,54,Banana,27.41,73.72,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.20935,2.46013,4.5399,4.0621,-0.4778
28,55,Banana,27.82,73.04,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.24929,2.51218,4.4878,3.9708,-0.517
28,56,Banana,26.74,69.79,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.14688,2.55997,4.44,3.999,-0.441
28,57,Banana,26.21,62.01,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.10016,2.60581,4.3942,4.079,-0.3152
28,58,Banana,29.29,61.09,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.40278,2.66426,4.3357,4.0405,-0.2952
28,59,Banana,24.63,57.14,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.97145,2.70474,4.2953,3.9245,-0.3708
28,60,Banana,23.25,64.19,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.87142,2.74104,4.259,3.939,-0.32
28,61,Banana,27.78,62.82,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.24478,2.79291,4.2071,3.907,-0.3
28,62,Banana,24.15,59.7,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.93547,2.83189,4.1681,3.7573,-0.4109
28,63,Banana,21.81,61.02,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.77742,2.86428,4.1357,3.6768,-0.4589
28,64,Banana,21.72,64.0,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.77214,2.89645,4.1035,3.7565,-0.347
28,65,Banana,22.62,66.48,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.8288,2.93099,4.069,3.7273,-0.3417
28,66,Banana,23.32,70.77,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.87563,2.96747,4.0325,3.5125,-0.52
28,67,Banana,22.52,72.51,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.82244,3.00174,3.9983,3.4667,-0.5315
28,68,Banana,22.74,74.72,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.83655,3.0366,3.9634,3.388,-0.5754
28,69,Banana,27.55,75.81,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.22234,3.08753,3.9125,3.2619,-0.6506
28,70,Banana,23.0,77.99,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.85412,3.12312,3.8769,3.2684,-0.6085
28,71,Banana,23.79,80.61,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.90934,3.16101,3.839,3.3179,-0.5211
28,72,Banana,24.93,78.35,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.99441,3.20244,3.7976,3.1315,-0.666
28,73,Banana,28.19,82.25,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.28635,3.25604,3.744,2.9397,-0.8043
28,74,Banana,25.87,83.04,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.07092,3.30066,3.6993,2.8413,-0.858
28,75,Banana,30.4,93.77,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.53106,3.36445,3.6355,1.8191,-1.8165
28,76,Banana,29.67,79.05,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.44561,3.42469,3.5753,2.8379,-0.7374
28,77,Banana,28.34,79.15,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.30087,3.47889,3.5211,2.8315,-0.6896
28,78,Banana,28.16,80.67,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.28281,3.53234,3.4677,2.8037,-0.664
28,79,Banana,26.69,66.93,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.14226,3.57993,3.4201,3.0018,-0.4183
28,80,Banana,32.24,69.28,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.76985,3.65368,3.3463,2.7901,-0.5562
28,81,Banana,29.46,65.13,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.42176,3.71292,3.2871,2.7567,-0.5303
28,82,Banana,25.36,60.04,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.02884,3.75579,3.2442,2.6735,-0.5707
28,83,Banana,24.6,63.77,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.96896,3.79616,3.2038,2.5494,-0.6545
28,84,Banana,23.94,63.76,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.91975,3.83448,3.1655,2.7258,-0.4397
28,85,Banana,23.03,65.12,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.85604,3.87015,3.1298,2.6425,-0.4873
28,86,Banana,22.58,65.64,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.82654,3.90459,3.0954,2.6454,-0.45
28,87,Banana,21.82,67.19,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.77827,3.93702,3.063,2.4205,-0.6425
28,88,Banana,21.25,75.58,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.74389,3.96801,3.032,2.3779,-0.6541
28,89,Banana,20.78,68.09,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.7172,3.9979,3.0021,2.273,-0.7291
28,90,Banana,22.33,74.73,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.81046,4.03167,2.9683,2.2408,-0.7276
28,91,Banana,23.11,72.32,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.86172,4.06757,2.9324,2.187,-0.7454
28,92,Banana,22.76,73.15,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.83822,4.1025,2.8975,2.1839,-0.7136
28,93,Banana,22.3,75.75,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.80799,4.13616,2.8638,1.9914,-0.8724
28,94,Banana,23.08,80.48,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,0.8594,4.17197,2.828,1.9683,-0.8597
28,95,Banana,25.73,81.94,0.929,0.536,4.94,25.0,2.2,1.0,0.041667,1.0594,4.21611,2.7839,1.8835,-0.9003
29,0,Tomato,25.37,77.84,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.0257,0.04274,9.9573,9.8563,-0.1009
29,1,Tomato,25.04,91.9,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.0027,0.08452,9.9155,9.9123,-0.0032
29,2,Tomato,24.33,77.69,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.95486,0.1243,9.8757,9.8399,-0.0358
29,3,Tomato,25.68,78.95,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.04847,0.16799,9.832,9.7074,-0.1246
29,4,Tomato,28.07,91.25,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.23679,0.21952,9.7805,9.7131,-0.0674
29,5,Tomato,28.47,79.51,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.27187,0.27252,9.7275,9.3974,-0.3301
29,6,Tomato,27.18,74.34,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.16275,0.32096,9.679,9.5087,-0.1704
29,7,Tomato,27.95,77.84,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.22693,0.37209,9.6279,9.3484,-0.2795
29,8,Tomato,28.99,73.88,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.31869,0.42703,9.573,9.3724,-0.2006
29,9,Tomato,28.0,66.1,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.23131,0.47834,9.5217,9.2593,-0.2623
29,10,Tomato,26.73,75.4,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.12744,0.52531,9.4747,9.2328,-0.2419
29,11,Tomato,24.96,60.68,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.99701,0.56686,9.4331,9.0978,-0.3353
29,12,Tomato,25.61,64.77,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.04345,0.61033,9.3897,8.9842,-0.4055
29,13,Tomato,25.11,57.95,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.00797,0.65233,9.3477,8.9505,-0.3972
29,14,Tomato,23.71,56.93,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.91418,0.69042,9.3096,8.8294,-0.4801
29,15,Tomato,22.13,65.4,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.81973,0.72458,9.2754,8.8524,-0.423
29,16,Tomato,30.2,68.06,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.43402,0.78433,9.2157,8.7059,-0.5097
29,17,Tomato,23.39,65.75,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.89453,0.8216,9.1784,8.5997,-0.5787
29,18,Tomato,22.31,66.15,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.82996,0.85618,9.1438,8.532,-0.6118
29,19,Tomato,19.52,67.52,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.68409,0.88469,9.1153,8.4966,-0.6188
29,20,Tomato,21.62,71.38,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.79115,0.91765,9.0823,8.4014,-0.6809
29,21,Tomato,28.64,66.77,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.28713,0.97128,9.0287,8.2764,-0.7523
29,22,Tomato,28.62,78.35,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.28532,1.02484,8.9752,8.0776,-0.8975
29,23,Tomato,25.38,76.71,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.02651,1.06761,8.9324,8.0045,-0.9279
29,24,Tomato,24.05,73.46,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.93628,1.10662,8.8934,7.9279,-0.9654
29,25,Tomato,25.2,81.35,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.01385,1.14886,8.8511,7.8746,-0.9765
29,26,Tomato,25.87,80.43,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.06217,1.19312,8.8069,7.9499,-0.857
29,27,Tomato,26.99,84.14,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.14784,1.24095,8.7591,7.6802,-1.0789
29,28,Tomato,27.88,78.02,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.22096,1.29182,8.7082,7.5221,-1.186
29,29,Tomato,27.95,82.12,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.22693,1.34294,8.6571,7.5332,-1.1238
29,30,Tomato,26.65,74.21,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.12154,1.38967,8.6103,7.5619,-1.0484
29,31,Tomato,27.83,80.34,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.21652,1.44036,8.5596,7.2774,-1.2822
29,32,Tomato,27.23,72.3,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.16697,1.48898,8.511,7.3761,-1.1349
29,33,Tomato,27.63,70.58,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.19965,1.53897,8.461,7.3887,-1.0724
29,34,Tomato,25.76,72.17,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.05434,1.5829,8.4171,7.0344,-1.3827
29,35,Tomato,25.43,64.88,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.03047,1.62584,8.3742,7.1751,-1.1991
29,36,Tomato,29.31,64.37,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.3483,1.68202,8.318,6.9109,-1.4071
29,37,Tomato,23.78,65.37,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.91867,1.72029,8.2797,6.9628,-1.3169
29,38,Tomato,23.99,63.13,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.93226,1.75914,8.2409,6.8812,-1.3597
29,39,Tomato,24.36,64.24,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.95628,1.79898,8.201,6.7856,-1.4154
29,40,Tomato,22.78,66.08,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.85732,1.8347,8.1653,6.7728,-1.3925
29,41,Tomato,22.97,66.34,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.86866,1.8709,8.1291,6.5482,-1.5809
29,42,Tomato,22.18,65.63,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.82231,1.90516,8.0948,6.61,-1.4848
29,43,Tomato,22.14,65.86,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.81994,1.93933,8.0607,6.3821,-1.6785
29,44,Tomato,21.54,70.03,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.78671,1.97211,8.0279,6.378,-1.6499
29,45,Tomato,21.5,75.23,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.78477,2.0048,7.9952,6.378,-1.6172
29,46,Tomato,23.64,72.95,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.91011,2.04273,7.9573,6.1898,-1.7675
29,47,Tomato,23.81,74.1,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.92052,2.08108,7.9189,6.1263,-1.7926
29,48,Tomato,23.98,82.9,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.93201,2.11991,7.8801,5.9251,-1.955
29,49,Tomato,25.49,87.05,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.03463,2.16302,7.837,5.7372,-2.0998
29,50,Tomato,24.78,80.29,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.98503,2.20407,7.7959,5.5995,-2.1965
29,51,Tomato,26.93,83.7,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.14319,2.2517,7.7483,5.7181,-2.0302
29,52,Tomato,27.27,79.24,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.17077,2.30048,7.6995,5.5876,-2.1119
29,53,Tomato,27.51,82.19,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.19006,2.35007,7.6499,5.5251,-2.1248
29,54,Tomato,29.29,78.7,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.34607,2.40615,7.5938,5.4865,-2.1073
29,55,Tomato,29.14,72.66,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.33279,2.46169,7.5383,5.4406,-2.0977
29,56,Tomato,29.41,75.69,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.35745,2.51825,7.4818,5.1728,-2.309
29,57,Tomato,25.94,73.35,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.06701,2.56271,7.4373,5.1669,-2.2704
29,58,Tomato,25.87,71.85,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.06187,2.60695,7.393,5.2539,-2.1391
29,59,Tomato,24.75,61.56,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,0.98313,2.64791,7.3521,5.1248,-2.2273
29,60,Tomato,25.63,65.13,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.04459,2.69144,7.3086,5.1074,-2.2012
29,61,Tomato,25.6,72.55,0.986,0.507,31.91,25.0,2.0,1.0,0.041667,1.04248,2.73488,7.2651,5.0059,-2.2593
